"","product","helpful_count","total_comments","url","review_country","reviewed_at","review_text","review_rating","product_company","profile_name","review_title","review"
"2446","Apple iPhone XR (64GB) - Black",0,0,"url 245","India",2019-10-30,"Nice phone","5 stars","Apple","Sohail siddique","Great phone",5
"2447","Apple iPhone XR (64GB) - Black",0,0,"url 245","India",2019-08-16,"Display is the only lacuna as per my expectation.","4 stars","Apple","Sangram Bishoi","Good phone",4
"2448","Apple iPhone XR (64GB) - Black",0,0,"url 245","India",2020-02-02,"Gr8 experience with xr","5 stars","Apple","desh deepak","Awsome",5
"2449","Apple iPhone XR (64GB) - Black",0,0,"url 245","India",2020-01-23,"Worst product","1 star","Apple","Mrs Divyani Randhawa","Waste of money.... Very expensive",1
"2450","Apple iPhone XR (64GB) - Black",0,0,"url 245","India",2019-11-23,"As usual amazing performance just one problem with battery issue!!","5 stars","Apple","Pratik Darji","Amazing",5
"2451","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2020-02-17,"Great phone. I got it at 48K, not bad for 128 GB. Thank you Amazon","5 stars","Apple","Subhransu Sekhar Deb","Best I phone at this price point",5
"2452","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2020-03-01,"No finger print reader","5 stars","Apple","Saravanan","Apple is a benchmark mobile",5
"2453","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-10-24,"it is working as iron box.It does not meet my expectations","1 star","Apple","Kishore","IRON BOX",1
"2454","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-11-04,"Nice I phone got at ever lowest price of 42999 with 128 gb . Thank u amazon","5 stars","Apple","Jaswanth","Best I phone",5
"2455","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2020-03-05,"Value for money","5 stars","Apple","Amazon Customer","Good iPhone at an affordable price",5
"2456","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-11-12,"This has only face recognition and no fingerprint sensor .","4 stars","Apple","Anuj Sood","Good phone but little expensive at current levels",4
"2457","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-11-07,"I want my mobile bill on my e mail id","5 stars","Apple","Shubham Khokher","Plz",5
"2458","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2020-03-10,"Nice phone and good deal by Amazon.","5 stars","Apple","Rajni","Awesome phone",5
"2459","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-10-09,"No question about it","5 stars","Apple","prerak","Good",5
"2460","Apple iPhone XR (64GB) - Black",0,0,"url 246","India",2019-12-31,"One of the best","5 stars","Apple","Nadim Ansari","Best offer till now.",5
"2461","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-07-14,"Amazing going back to Apple again after 4 years. Great phone","5 stars","Apple","Nikhil","XR",5
"2462","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2020-02-29,"Worth for every penny","5 stars","Apple","John","Value for money",5
"2463","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-08-21,"Phone performance, battery life and camera Quality is assessment.","5 stars","Apple","Prabhjot Singh","Nice Phone",5
"2464","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-10-04,"Bad phone apple need to focus on battery rather then no of camera","3 stars","Apple","Deepak nailwal","Apple battery make life worse",3
"2465","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2020-03-05,"Need to have some good focus on camera... rest all is perfect...!","5 stars","Apple","SACHIN PANDEY A","Good & Value for money",5
"2466","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-06-27,"A no complain product if not considered the battery life.","4 stars","Apple","Aishwarya Mukherjee","Good",4
"2467","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-08-14,"It's smilpy ossum!!!","5 stars","Apple","m.vikas","Great",5
"2468","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-11-11,"Too good! I gifted it to my husband n he really loved it. The product is amazing!","5 stars","Apple","Kruttika","Too amazing",5
"2469","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-10-28,"Just fantastic","5 stars","Apple","Surajit Paul","Phenomenal",5
"2470","Apple iPhone XR (64GB) - Black",0,0,"url 247","India",2019-11-08,"Awesome IPhone youll  It","5 stars","Apple","Athreya Prabhu M","Awesome",5
"2471","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-06-22,"Weight is more rather everything is good","5 stars","Apple","Adarsh Cholasseri","Worthy",5
"2472","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2020-03-04,"Love this product...","5 stars","Apple","Smartdevil","Amazing product",5
"2473","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-10-29,"Amazing battery life and fluid interface.","5 stars","Apple","Saumil","Amazing battery life and fluid interface.",5
"2474","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-11-05,"Nice phone and battery life is superb. Camera is also excellent .","5 stars","Apple","Rakesh mohanty","Terrific Phone",5
"2475","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-10-19,"High performance great job amazon","5 stars","Apple","Aravind","Wow",5
"2476","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-11-26,"i bought this iphone but charger is not working from the first day what should i do","1 star","Apple","Gaurav Kashyap","not working charger",1
"2477","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-12-31,"Awesome phone, got it at a great price during Amazon Diwali Sale","5 stars","Apple","Pavan Jambur","Super",5
"2478","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-11-05,"The best product and offer is delivered here at Amazon","5 stars","Apple","khanna raj anil","Review",5
"2479","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2020-03-01,"Fingerprint reader is not in this phone. So I cant give","5 stars","Apple","Lokesh Rawat","Best iPhone",5
"2480","Apple iPhone XR (64GB) - Black",0,0,"url 248","India",2019-11-01,"Super and very good model in iPhone... I got for RS-37999 in Diwali sale","5 stars","Apple","boobathys","Super and very comfortable",5
"2481","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-11-03,"Amazing phone and supplied right on time by the retailer. 5 stars for the phone.","5 stars","Apple","SHADAB M.","Amazing Phone",5
"2482","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-11-01,"Awsome Seller Awsome Price Awsome Product.","5 stars","Apple","Swarnamay","Awsome Purchase",5
"2483","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2020-01-02,"Nice phone,good battery life,best camera Quality","4 stars","Apple","Gaurav Kumar","Best phone",4
"2484","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-10-07,"Very nice product and fast delivery","3 stars","Apple","Manasa","Excellent quality",3
"2485","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2020-03-03,"Defective product received","1 star","Apple","Amazon Customer","Defective product",1
"2486","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-06-08,"One of the best phone available in market","5 stars","Apple","Amazon Customer","Awesome",5
"2487","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-06-11,"This I phone is the best ever iPhone I ever used. It is very sleak and also looks very premium.","5 stars","Apple","Nishant Ugal","Excellent product.",5
"2488","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-06-30,"Love this phone! Awesome... totally in love..","5 stars","Apple","Shivi","Awesome phone",5
"2489","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2019-09-24,"Awesome","5 stars","Apple","avneet singh","Awesome",5
"2490","Apple iPhone XR (64GB) - Black",0,0,"url 249","India",2020-03-07,"Got dream phone for real life management","5 stars","Apple","Tansen Shriwastava","Got dream phone for real life management",5
"2491","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-10-03,"Genuine Apple product. Timely delivered.","5 stars","Apple","Mayank Chaturvedi","Genuine Apple Product",5
"2492","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2020-01-23,"Makes screeechy noise at full noise otherwise the phone is good","5 stars","Apple","Surabhi","Screeechy noise at full volume",5
"2493","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-08-16,"If you're Apple lover don't think about reviews just buy it","3 stars","Apple","Biswajit Paul","If you're Apple lover don't think about reviews just buy it",3
"2494","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-11-12,"Damn good phone when compared to other iPhones below 11","5 stars","Apple","vishnu","Super phone",5
"2495","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-12-04,"Phone is very heavy and its lost its charm when compared to old design.","3 stars","Apple","Sathish MS","Heavy and bulky",3
"2496","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-11-04,"After updating the OS to 13, battery draining is more fast. Rest are ok","4 stars","Apple","sabariprakash","Review on post updating OS 13",4
"2497","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2020-01-22,"The new phone I ordered and just doesnt start ... Dissapointed and how","1 star","Apple","Amazon Customer","Phone does not start",1
"2498","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-10-10,"Good buy","5 stars","Apple","sourabh joshi","Good buy",5
"2499","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-11-06,"This is not genuine product. It have so many problem especially hanging problem","2 stars","Apple","Leenu S.","Not genuine",2
"2500","Apple iPhone XR (64GB) - Black",0,0,"url 250","India",2019-10-02,"Got it in 38k. Value for money. Smooth experience. Camera is amazing. Go for it","4 stars","Apple","abhishek k.","Value for money",4
"2501","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-11-07,"One side of earphone stopped working after one month. Bad experience overall...","3 stars","Apple","Amritpal singh","Faulty earphones",3
"2502","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-10-07,"Voice problem","2 stars","Apple","mahendrsinh parmar","Not good",2
"2503","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-10-16,"Overall good","4 stars","Apple","Raghavendra Naragund","Good",4
"2504","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2020-02-29,"Good phone with good look","5 stars","Apple","Aravind","NIce phone",5
"2505","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-08-21,"Good phone","5 stars","Apple","Rohit Patil","Worth it",5
"2506","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-11-07,"I like all functions in xr specially battery ad camera full money budget","5 stars","Apple","Raj kiran","Love",5
"2507","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-10-29,"wawww all one is gud... tanx for amzon ","5 stars","Apple","husain","wawww nce one..love it",5
"2508","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-12-06,"Brand New Phone did not work when received. How was the checking done?","1 star","Apple","Amazon Customer","Iphone XR 64gb",1
"2509","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-10-02,"Thank you Amazon,,Thank you Apple,,","5 stars","Apple","Raju VDC","Apple & Amazon is Good",5
"2510","Apple iPhone XR (64GB) - Black",0,0,"url 251","India",2019-11-24,"Excellent, I am loving it","5 stars","Apple","Ramki","Excellent",5
"2511","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-11-02,"Got an amazing deal. Extremely happy with the product.","5 stars","Apple","Jigar Shah","Delightful Deal!",5
"2512","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2020-01-23,"Good phone . I bought it in offer . Quite happy in 4-5 days of use . I","4 stars","Apple","Rajesh","Good one",4
"2513","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-11-03,"Got delivered on time and really liked my phone.","5 stars","Apple","Lopamudra Nayak","Satisfactory product and delivery!",5
"2514","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-10-05,"Best","5 stars","Apple","Abhijit Mondal.","I love it",5
"2515","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-12-19,"The phone is too slow. It takes minutes to enter unlock and enter into an app.","3 stars","Apple","Sowmy","Could have gone for One plus 7 for this XR pricing",3
"2516","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-11-06,"IPXR has Powerful battery and overall its very nice product . Thank You Amazon","5 stars","Apple","Amazon Customer","Powerful Battery & Good Camera",5
"2517","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-11-06,"Awesome Iphone . End of the day its an Iphone","5 stars","Apple","Royan","Awesome",5
"2518","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-10-08,"Amazing phone by Apple its just works for me.","5 stars","Apple","soniya","A brilliant product by Apple!",5
"2519","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2020-01-23,"Nice Phone.","5 stars","Apple","Syed Ather Ali","Nice Phone",5
"2520","Apple iPhone XR (64GB) - Black",0,0,"url 252","India",2019-05-04,"This is first I love Steve job you are great","5 stars","Apple","HARIKRISHNA","Super",5
"2521","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-07-31,"Its the best phone Ive ever had! The camera is amazing and screen clarity is superb!","5 stars","Apple","Ketaki Pulijal","Best phone in the market",5
"2522","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-11-03,"Its a very good product","5 stars","Apple","DG","Very nice product",5
"2523","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-08-26,"Apple need to invent new design","2 stars","Apple","Md Samrat","Nothing new but old iphone 5 lcd resulition",2
"2524","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-08-16,"Class product, defines why apple is best among all his counterparts","5 stars","Apple","Lucky","Happy to have it",5
"2525","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-10-27,"Genuine product, worth to buy from Amazon, decent price for brand","5 stars","Apple","Vinod","Apple | Worth to buy from Amazon",5
"2526","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2020-03-07,"Till date best battery life in IPhone.","5 stars","Apple","Sandipan Sen","Battery life good",5
"2527","Apple iPhone XR (64GB) - Black",1,0,"url 253","India",2019-10-21,"Nice3","4 stars","Apple","NISHCHAY","Niceee",4
"2528","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-10-17,"After 2 months experience This is the best phone ever but sometime its heated.","4 stars","Apple","Harshit Nunhariya","First Time IOS user",4
"2529","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2020-03-03,"Slight heating issue, not always but once in while it heats up a bit.","4 stars","Apple","Amazon Customer","It’s a very good phone",4
"2530","Apple iPhone XR (64GB) - Black",0,0,"url 253","India",2019-10-16,"Switched from Android to IOS.. Great phone,loved it","5 stars","Apple","Varsha","Great phone😍",5
"2531","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-06-12,"Best of all. Reliable on every aspect.","5 stars","Apple","Ankit Panda","Worth moving to",5
"2532","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2020-03-05,"Good","5 stars","Apple","HIMANI SINGHAL","Good",5
"2533","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2020-01-04,"good","5 stars","Apple","Kartik","good",5
"2534","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-11-23,"The best battery life in iPhone history. Everything else is superb as always.","5 stars","Apple","sagar khavnekar","Iphone XR white 128GB",5
"2535","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-11-29,"Superb phone with superb features..nothing can beat apple in terms of quality","5 stars","Apple","Hardik Gupta","Best quality",5
"2536","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-11-02,"Super smooth phone with excellent performance","5 stars","Apple","Alpesh","Very good phone",5
"2537","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-12-16,"Phono was superb and ofcourse it is original.","5 stars","Apple","NARENDRASINH P SOLANKI","iphone XR",5
"2538","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-07-08,"The face recognition is slow and the built of the phone is poorer than expected.","3 stars","Apple","sushil s.","Not as good as old iPhones",3
"2539","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-11-02,"Good","4 stars","Apple","Amazon Customer","Good",4
"2540","Apple iPhone XR (64GB) - Black",0,0,"url 254","India",2019-12-13,"Thank you.","5 stars","Apple","Vivek Kumar","Good",5
"2541","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2020-01-14,"Nice phone","5 stars","Apple","Amazon Customer","Nice phone",5
"2542","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2020-03-10,"I loved it","5 stars","Apple","Amazon Customer","Iphone xr red",5
"2543","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-08-27,"Very poor mobile for Android mobile","2 stars","Apple","Pooja singh","Not good",2
"2544","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-10-07,"Good phone","5 stars","Apple","Roshan Jaiswal","Good phone",5
"2545","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-11-11,"Good","4 stars","Apple","Amazon Customer","Ok ok..",4
"2546","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-10-29,"No words in term of delivery, quality","5 stars","Apple","Anil","Super",5
"2547","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-11-25,"Its a good smartphone from iPhone...","4 stars","Apple","Suhas","Fast performance and worth the money.",4
"2548","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2020-04-07,"Great phone ever","5 stars","Apple","Satyajit Pandit","Quality of iphon xr",5
"2549","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2020-01-09,"Value for money","5 stars","Apple","Ramu","Best phone in segment",5
"2550","Apple iPhone XR (64GB) - Black",0,0,"url 255","India",2019-11-09,"Good offer by amazon. Very competitive prices.","5 stars","Apple","Adit arora","Now i ve got i phone x bcoz of amazon.",5
"2551","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-10-02,"this product is AWESOME........","5 stars","Apple","vedang","Beast Iphone",5
"2552","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-07-20,"Awesome phone camera and battery superb","4 stars","Apple","bala venkatesh","Xr is best",4
"2553","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2020-02-19,"Super performance","4 stars","Apple","Amazon Customer","Brilliant",4
"2554","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-10-18,"Nice phone with dual sim(digital sim)","5 stars","Apple","Amazon Customer","Great",5
"2555","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-08-01,"awesome product.value for money.got 10% additional sbi card discount on amazon.","5 stars","Apple","sg","value for money",5
"2556","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-09-23,"Right is high not satisfactory","1 star","Apple","Rahul Rathore","Price too high",1
"2557","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-11-09,"Product is value worth for money,battery life is too good,camera is awesome,","5 stars","Apple","Shanu","Awesome",5
"2558","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-08-14,"Fingerprint reader is good and a excellent upgrade","5 stars","Apple","Nishu Sharma","Good for price",5
"2559","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-11-11,"Very nice","5 stars","Apple","Rajendra","Super phone",5
"2560","Apple iPhone XR (64GB) - Black",0,0,"url 256","India",2019-08-24,"The color is very good","5 stars","Apple","Ketan M. Jhaveri","Value for money",5
"2561","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-11-03,"iPhone with good battery life","5 stars","Apple","Pooja C.","Best iphone ever till date",5
"2562","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2020-01-26,"Connector missing in the box.","1 star","Apple","Chinti","Missing.",1
"2563","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-10-02,"well i want to keep it short and simple review for IPhone Xr is just one word Amazing","5 stars","Apple","Amazon Customer","Amazing Phone thankyou Amazon",5
"2564","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2020-02-14,"Loving it.. really a wonderful phone","5 stars","Apple","priyadarshni","Brilliant phone",5
"2565","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-11-28,"Value for money...amazing experience","5 stars","Apple","sandeep","Awesome phone",5
"2566","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-11-22,"Very good phone","5 stars","Apple","Manoj Bhargava","Very good",5
"2567","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-10-13,"Moving From android to iPhone Face ID is really really good","5 stars","Apple","Amazon Customer","really good phone",5
"2568","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2020-02-02,"Nice phone, using from last 4 months & no issues. Esim working fine","5 stars","Apple","Sk","XR leading",5
"2569","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2020-02-29,"Good phone.. Slomo camera not good.. Other camera features are good","4 stars","Apple","Salman2707","Good phone but still overpriced",4
"2570","Apple iPhone XR (64GB) - Black",0,0,"url 257","India",2019-11-21,"Apple guinine product i received and working better.thank u Amazon.","4 stars","Apple","Srinivas p","REAL SITE FOR REAL CUSTOMERS",4
"2571","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-11-11,"Phone has started to hang as more application r used simultaneously","3 stars","Apple","SAURABH JAIN","Xr ... Not up to mark",3
"2572","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-07-21,"Amazing photo","5 stars","Apple","Faisal","Performance beast",5
"2573","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-10-08,"Not easily customizable","5 stars","Apple","NAVEED KHAN","Good phone",5
"2574","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-09-29,"Love this phone ,I have taken a great decision of buying iPhone XR,loved it","5 stars","Apple","Dev","Love this iPhone XR",5
"2575","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-11-13,"It's a good smart phone but battery life not satisfied as compared to price","4 stars","Apple","Deepak Kumar Biswal","Good phone",4
"2576","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2020-01-10,"phone is very good camera quality, battery life and processor is excellent.","5 stars","Apple","Amazon Customer","Amazon delivery was not good",5
"2577","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-08-25,"Good camera and fast processor. But the battery life could have been better","5 stars","Apple","Shanthala","Better than the iPhone X",5
"2578","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2020-03-02,"Features are very good, camera is really great but battery life is not good","5 stars","Apple","Amazon Customer","Overall very good performance",5
"2579","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-12-06,"First iPhone feeling sooooo good..and happy","5 stars","Apple","avludm","Sooo gooood",5
"2580","Apple iPhone XR (64GB) - Black",0,0,"url 258","India",2019-07-24,"Thankyou so much Amazon for my new phone at discounted price.","5 stars","Apple","Reenu J.","iphone XR",5
"2581","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-05-12,"Excellent","5 stars","Apple","Amazon Customer","Excellent",5
"2582","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-10-12,"Marble piece","5 stars","Apple","ashish zalke","Worth",5
"2583","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-10-20,"Not a good product has heating issues","3 stars","Apple","Pankaj Jaiswal","Bad defective product",3
"2584","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-10-15,"Dude it's APPLE.","5 stars","Apple","shaik khaja","Dude it's 🍎",5
"2585","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-10-21,"Every thing is fine n more then expected...","5 stars","Apple","Ravi Prabhat","Amazing phone",5
"2586","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-08-21,"Overall good and expensive","4 stars","Apple","Amazon Customer","1 month review",4
"2587","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-12-25,"best phone for useing gameing and normal use","5 stars","Apple","ashok","worth of product",5
"2588","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-10-01,"Nice one","5 stars","Apple","Amazon Customer","Nice one",5
"2589","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-11-02,"The phone is absolutely good","5 stars","Apple","Yogesh Malpani","Best iPhone with value for money",5
"2590","Apple iPhone XR (64GB) - Black",0,0,"url 259","India",2019-11-08,"Super in all respects","5 stars","Apple","v ravisankar","Excellent phone",5
"2591","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-11-08,"Genuine product..hassle free exchange.Delivered before promised date","4 stars","Apple","Amazon Customer","Worth it..!!",4
"2592","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-11-08,"Good one","4 stars","Apple","Amazon Customer","Good",4
"2593","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-10-19,"Great product in great price","5 stars","Apple","Atul tripathi","Good",5
"2594","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2020-03-04,"Battery performance up to the mark.","5 stars","Apple","Chirag Arora","XR battery way better than previous iphones",5
"2595","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-09-04,"Loved the Product ... Nice service Amazon... Appreciations","5 stars","Apple","Bharat takshak","Loved it",5
"2596","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-07-19,"Nice functioning overall","5 stars","Apple","Rajendra Athalye","Nice functioning",5
"2597","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-11-03,"No fingerprint reader","4 stars","Apple","Amazon Customer","Nice",4
"2598","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2020-03-06,"Will not recommend anyone to buy this product, not worth of money.","2 stars","Apple","megha m","Not meet the expectations",2
"2599","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2020-03-03,"One of the best phone with good battery life , best camera quality","5 stars","Apple","Amazon Customer","One of the best phone with good battery life , best camera quality",5
"2600","Apple iPhone XR (64GB) - Black",0,0,"url 260","India",2019-10-08,"Delivered @ good speed, with a good discount price","5 stars","Apple","suresh","Cracking Deepavali Sale",5
"2601","Apple iPhone XR (64GB) - Black",1,0,"url 261","India",2019-07-30,"Fine","5 stars","Apple","vinay","Fine",5
"2602","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-06-26,"First time Iphone user, but it is impressive, but not the best then beast PIXEL","5 stars","Apple","Amazon Customer","Nice one",5
"2603","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2020-03-01,"Extraordinary performance... but I have a small attraction in coral colour","5 stars","Apple","Kiran s.","Performance",5
"2604","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-11-01,"Best ever iphone used got it @39200","5 stars","Apple","Deepak sharma","Best phone",5
"2605","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-06-04,"Camera Is not Good","4 stars","Apple","Itz Rahul Kohli","Worst Camera",4
"2606","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-07-21,"All in one best phone XR","5 stars","Apple","Sagar","One of the best Phone long battery life in an iPhone is like dream come true",5
"2607","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-10-12,"Awesome","5 stars","Apple","Mohd Rashid","Awesome",5
"2608","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2020-03-06,"Awesome","5 stars","Apple","Manish","Great product",5
"2609","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2019-11-11,"Super B","5 stars","Apple","VIKAS","Cooooool",5
"2610","Apple iPhone XR (64GB) - Black",0,0,"url 261","India",2020-03-02,"Awesome","4 stars","Apple","KBP","No one can beat iPhone",4
"2611","Apple iPhone XR (64GB) - Black",1,0,"url 262","India",2019-05-10,"Not up to the mark","1 star","Apple","Anupam Mohanty","Not a good buy rather iPhone X is better",1
"2612","Apple iPhone XR (64GB) - Black",0,0,"url 262","India",2019-10-01,"Love this phone","5 stars","Apple","CHANCHAL TANEJA","Great phone",5
"2613","Apple iPhone XR (64GB) - Black",0,0,"url 262","India",2019-11-04,"Awesome","5 stars","Apple","Haresh Vekaria","Awesome",5
"2614","Apple iPhone XR (64GB) - Black",0,0,"url 262","India",2019-11-09,"Awesome","5 stars","Apple","Amazon Customer","Great product",5
